objectid,artifact,classification,chronotype,form,portion,date_established,region,site_name,cadastral_map_id,site_code,site_type,location_note,transect,unit,survey,fineware_type,fabric_color,fabric_color_munsell,decoration,sc_id,sc_link,publication_doi,comment_1,comment_2,pres_length,pres_width,pres_thick,pres_diam,elevation,latitude,longitude,x_coord,y_coord
karadag-1999-9929-003,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.17223701,32.43156854,448880,4003202
karadag-1999-9929-004,ceramic,amphora,Hellenistic/Early Roman amphora,amphora,handle,Hellenistic/Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,upright/flat/oval shape like Italian but smaller,NA,NA,NA,NA,NA,0,36.17224602,32.43156847,448880,4003203
karadag-1999-9929-005,ceramic,pithos,pithos,pithos,bodysherd,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.17225504,32.43156841,448880,4003204
karadag-1999-9929-006,ceramic,amphora,Late Roman amphora,amphora,handle,Late Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,like Agora K113,NA,NA,NA,NA,NA,0,36.17226405,32.43156834,448880,4003205
karadag-1999-9929-007,ceramic,amphora,amphora,amphora,bodysherd,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,smooth walled,NA,NA,NA,NA,NA,0,36.17227307,32.43156828,448880,4003206
karadag-1999-9929-008,ceramic,amphora,amphora,amphora,bodysherd,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,smooth walled,NA,NA,NA,NA,NA,0,36.17227307,32.43156828,448880,4003206
karadag-1999-9929-009,ceramic,amphora,amphora or pithos,amphora or pithos,toe,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,form ends in a flat base/large toe,NA,NA,NA,NA,NA,0,36.17228208,32.43156821,448880,4003207
karadag-1999-9929-010,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.1722911,32.43156815,448880,4003208
karadag-1999-9929-011,ceramic,coarseware,West Cilicia coarseware,NA,bodysherd,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,whiteware,NA,NA,NA,NA,10.4231/R7930RCH,whiteware wheel ridged,NA,NA,NA,NA,NA,0,36.17230011,32.43156808,448880,4003209
karadag-1999-9929-012,ceramic,coarseware,West Cilicia coarseware,NA,bodysherd,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,whiteware,NA,NA,NA,NA,10.4231/R7930RCH,whiteware wheel ridged,NA,NA,NA,NA,NA,0,36.17230011,32.43156808,448880,4003209
karadag-1999-9929-013,ceramic,cookware,cookpot,cookpot,handle,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,strap handle,NA,NA,NA,NA,NA,0,36.17230913,32.43156802,448880,4003210
karadag-1999-9929-014,ceramic,cookware,cookpot,cookpot,handle,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,strap handle,NA,NA,NA,NA,NA,0,36.17230913,32.43156802,448880,4003210
karadag-1999-9929-015,ceramic,cookware,cookpot,cookpot,handle,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,ridged handle,NA,NA,NA,NA,NA,0,36.17231814,32.43156795,448880,4003211
karadag-1999-9929-016,ceramic,cookware,cookpot,cookpot,handle,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,ridged handle,NA,NA,NA,NA,NA,0,36.17231814,32.43156795,448880,4003211
karadag-1999-9929-017,ceramic,cookware,cookpot,cookpot,handle,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,ridged handle,NA,NA,NA,NA,NA,0,36.17231814,32.43156795,448880,4003211
karadag-1999-9929-019,ceramic,commonware,commonware,NA,base,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,base with false ring foot,NA,NA,NA,NA,NA,0,36.17232716,32.43156789,448880,4003212
karadag-1999-9929-020,ceramic,fineware,CS 40,krater,rim,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,CS 40,NA,NA,black slip  visible beneath rim,NA,NA,10.4231/R7930RCH,horizontal flat rim,NA,NA,NA,NA,NA,0,36.17233617,32.43156782,448880,4003213
karadag-1999-9929-021,ceramic,fineware,CS 40,krater,rim,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,CS 40,NA,NA,black slip  visible beneath rim,NA,NA,10.4231/R7930RCH,horizontal flat rim,NA,NA,NA,NA,NA,0,36.17233617,32.43156782,448880,4003213
karadag-1999-9929-022,ceramic,fineware,CS 40,krater,rim,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,CS 40,NA,NA,black slip  visible beneath rim,NA,NA,10.4231/R7930RCH,horizontal flat rim,NA,NA,NA,NA,NA,0,36.17233617,32.43156782,448880,4003213
karadag-1999-9929-023,ceramic,fineware,CS 40,krater,rim,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,CS 40,NA,NA,black slip  visible beneath rim,NA,NA,10.4231/R7930RCH,horizontal flat rim,NA,NA,NA,NA,NA,0,36.17233617,32.43156782,448880,4003213
karadag-1999-9929-024,ceramic,fineware,Hellenistic fineware,incurved rim bowl,rim,Hellenistic,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,Hellenistic,NA,NA,no slip visible,NA,NA,10.4231/R7930RCH,rim slightly hooked/,NA,NA,NA,NA,NA,0,36.17234519,32.43156776,448880,4003214
karadag-1999-9929-025,ceramic,fineware,ESA fineware variant,plate,base,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,ESA imitation,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.17235421,32.43156769,448880,4003215
karadag-1999-9929-026,ceramic,fineware,Early Roman fineware,flanged bowl or cup,rim,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,Early Roman,red,NA,NA,NA,NA,10.4231/R7930RCH,very worn,NA,NA,NA,NA,NA,0,36.17236322,32.43156763,448880,4003216
karadag-1999-9929-027,ceramic,fineware,Early Roman fineware,NA,bases,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,Early Roman,NA,NA,NA,NA,NA,10.4231/R7930RCH,very worn. one has high foot with offset wall,NA,NA,NA,NA,NA,0,36.17237224,32.43156756,448880,4003217
karadag-1999-9929-028,ceramic,fineware,Early Roman fineware,NA,bases,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,Early Roman,NA,NA,NA,NA,NA,10.4231/R7930RCH,very worn. one has high foot with offset wall,NA,NA,NA,NA,NA,0,36.17237224,32.43156756,448880,4003217
karadag-1999-9929-029,ceramic,fineware,Early Roman fineware,NA,bases,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,Early Roman,NA,NA,NA,NA,NA,10.4231/R7930RCH,very worn. one has high foot with offset wall,NA,NA,NA,NA,NA,0,36.17237224,32.43156756,448880,4003217
karadag-1999-9929-030,ceramic,fineware,Early Roman fineware,NA,bases,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,Early Roman,NA,NA,NA,NA,NA,10.4231/R7930RCH,very worn. one has high foot with offset wall,NA,NA,NA,NA,NA,0,36.17237224,32.43156756,448880,4003217
karadag-1999-9929-031,ceramic,fineware,Early Roman fineware,NA,bases,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,Early Roman,NA,NA,NA,NA,NA,10.4231/R7930RCH,very worn. one has high foot with offset wall,NA,NA,NA,NA,NA,0,36.17237224,32.43156756,448880,4003217
karadag-1999-9929-032,ceramic,fineware,Early Roman fineware,NA,bases,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,Early Roman,NA,NA,NA,NA,NA,10.4231/R7930RCH,very worn. one has high foot with offset wall,NA,NA,NA,NA,NA,0,36.17237224,32.43156756,448880,4003217
karadag-1999-9929-033,ceramic,commonware,commonware,jug or mug,handle,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,light tan fabric,NA,NA,NA,NA,10.4231/R7930RCH,possible fineware,NA,NA,NA,NA,NA,0,36.17238125,32.43156749,448880,4003218
karadag-1999-9929-034,ceramic,commonware,commonware,jug or mug,handle,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,light tan fabric,NA,NA,NA,NA,10.4231/R7930RCH,possible fineware,NA,NA,NA,NA,NA,0,36.17238125,32.43156749,448880,4003218
karadag-1999-9929-035,ceramic,commonware,commonware,krater,handle,NA,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,possibly a fineware handle.,large krater,NA,NA,NA,NA,0,36.17239027,32.43156743,448880,4003219
karadag-1999-9929-036,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"found after processing, not in report, or photos.",NA,NA,NA,NA,NA,0,36.17239928,32.43156736,448880,4003220
karadag-1999-9929-037,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Antioch Rural,Karadagi,NA,RC9929,monumental village,NA,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"found after processing, not in report, or photos.",NA,NA,NA,NA,NA,0,36.17239928,32.43156736,448880,4003220
kirahmet-1999-9922-015,ceramic,amphora,Late Roman amphora,amphora,bodysherd,Late Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,narrow spiral grooves,NA,NA,NA,NA,NA,0,36.16838754,32.40379912,446380,4002790
kirahmet-1999-9922-016,ceramic,amphora,Late Roman amphora,amphora,bodysherd,Late Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,narrow spiral grooves,NA,NA,NA,NA,NA,0,36.16838754,32.40379912,446380,4002790
kirahmet-1999-9922-017,ceramic,amphora,Agora M239 amphora,amphora,bodysherd with profile,Late Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,shoulder and waist visible,NA,NA,NA,NA,NA,0,36.16839656,32.40379905,446380,4002791
kirahmet-1999-9922-018,ceramic,amphora,Agora M239 amphora,amphora,bodysherd with profile,Late Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,shoulder and waist visible,NA,NA,NA,NA,NA,0,36.16839656,32.40379905,446380,4002791
kirahmet-1999-9922-019,ceramic,amphora,Agora M239 amphora,amphora,bodysherd with profile,Late Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,shoulder and waist visible,NA,NA,NA,NA,NA,0,36.16839656,32.40379905,446380,4002791
kirahmet-1999-9922-020,ceramic,amphora,Late Roman amphora,amphora,bodysherd,Late Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,looks like amphora shoulder,NA,NA,NA,NA,NA,0,36.16840557,32.40379898,446380,4002792
kirahmet-1999-9922-021,ceramic,amphora,Zemer 41 amphora,amphora,bodysherd,Early Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,wheelridged,NA,NA,NA,NA,NA,0,36.16841459,32.40379891,446380,4002793
kirahmet-1999-9922-022,ceramic,amphora,Zemer 41 amphora,amphora,bodysherd,Early Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,wheelridged,NA,NA,NA,NA,NA,0,36.16841459,32.40379891,446380,4002793
kirahmet-1999-9922-023,ceramic,amphora,Agora M239 amphora,amphora,pinched handle,Late Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"small, likely from pinched waist",NA,NA,NA,NA,NA,0,36.1684236,32.40379884,446380,4002794
kirahmet-1999-9922-024,ceramic,amphora,Rhodian amphora,amphora,handle,Early Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"thick, oval (Italian like), but arches",NA,NA,NA,NA,NA,0,36.16843262,32.40379878,446380,4002795
kirahmet-1999-9922-025,ceramic,amphora,Early Roman amphora,amphora,bodysherd,Early Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"smooth walled, sea water slip on exterior",NA,NA,NA,NA,NA,0,36.16844163,32.40379871,446380,4002796
kirahmet-1999-9922-026,ceramic,amphora,Early Roman amphora,amphora,bodysherd,Early Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"smooth walled, sea water slip on exterior",NA,NA,NA,NA,NA,0,36.16844163,32.40379871,446380,4002796
kirahmet-1999-9922-027,ceramic,coarseware,coarseware,NA,6 bodysherds,NA,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,smooth walled (1 is wheelridged),NA,NA,NA,NA,NA,0,36.16845065,32.40379864,446380,4002797
kirahmet-1999-9922-028,ceramic,coarseware,coarseware,NA,handle,NA,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"1 West central double ridge, one flat strap handle",NA,NA,NA,NA,NA,0,36.16845966,32.40379857,446380,4002798
kirahmet-1999-9922-029,ceramic,amphora,Zemer 41 amphora,amphora,buttontoe fragment,Early Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,looks like Antioch fabric,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.16846868,32.4037985,446380,4002799
kirahmet-1999-9922-030,ceramic,amphora,Zemer 41 amphora,amphora,buttontoe fragment,Early Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,looks like Antioch fabric,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.16846868,32.4037985,446380,4002799
kirahmet-1999-9922-031,ceramic,coarseware,coarseware,NA,bodysherd with profile,NA,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.16829739,32.4037998,446380,4002780
kirahmet-1999-9922-032,ceramic,coarseware,coarseware,NA,bodysherd with profile,NA,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.16829739,32.4037998,446380,4002780
kirahmet-1999-9922-033,ceramic,cookware,stewpot,stewpot,rim,NA,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,grooved rim,NA,NA,NA,NA,NA,0,36.16830641,32.40379973,446380,4002781
kirahmet-1999-9922-034,ceramic,fineware,CRS 1,plate,rim,Late Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,CRS 1,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.16831542,32.40379966,446380,4002782
kirahmet-1999-9922-035,ceramic,fineware,Roman fineware,NA,"rim, base, bodysherd",Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,Roman,NA,NA,slip traces,NA,NA,10.4231/R7930RCH,"rim looks LR, CRS 1?, but smaller;",NA,NA,NA,NA,NA,0,36.16832444,32.40379959,446380,4002783
kirahmet-1999-9922-036,ceramic,fineware,Roman fineware,NA,"rim, base, bodysherd",Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,Roman,NA,NA,slip traces,NA,NA,10.4231/R7930RCH,"rim looks LR, CRS 1?, but smaller;",NA,NA,NA,NA,NA,0,36.16832444,32.40379959,446380,4002783
kirahmet-1999-9922-037,ceramic,fineware,Roman fineware,NA,"rim, base, bodysherd",Roman,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,Roman,NA,NA,slip traces,NA,NA,10.4231/R7930RCH,"rim looks LR, CRS 1?, but smaller;",NA,NA,NA,NA,NA,0,36.16832444,32.40379959,446380,4002783
kirahmet-1999-9922-038,ceramic,cookware,cookpot,cookpot,rim,NA,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,flaring drooping rim,NA,NA,NA,NA,NA,0,36.16833345,32.40379953,446380,4002784
kirahmet-1999-9922-039,ceramic,commonware,commonware,stamnos,rim,NA,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,upright thickened rim with small interior ledge,NA,NA,NA,NA,NA,0,36.16834247,32.40379946,446380,4002785
kirahmet-1999-9922-901,ceramic,coarseware,coarseware,NA,handle,NA,Antioch Rural,Kir Ahmetler Mah.,NA,RC9922,sherds and structure,SS 6,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"1 West central double ridge, one flat strap handle",NA,NA,NA,NA,NA,0,36.16845966,32.40379857,446380,4002798
meydancik-1999-9924-001,ceramic,coarseware,coarseware,NA,18 bodysherds,NA,Antioch Rural,Meydancik,NA,RC9924,tombs,SS 2?,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"worn, undiagon.",NA,NA,NA,NA,NA,0,36.17006404,32.41468316,447360,4002970
meydancik-1999-9924-002,ceramic,amphora,amphora,amphora,bodysherd,NA,Antioch Rural,Meydancik,NA,RC9924,tombs,SS 2?,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"wheelridged, various types",NA,NA,NA,NA,NA,0,36.17007306,32.41468309,447360,4002971
meydancik-1999-9924-003,ceramic,amphora,amphora,amphora,bodysherd,NA,Antioch Rural,Meydancik,NA,RC9924,tombs,SS 2?,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"wheelridged, various types",NA,NA,NA,NA,NA,0,36.17007306,32.41468309,447360,4002971
meydancik-1999-9924-004,ceramic,amphora,amphora,amphora,bodysherd,NA,Antioch Rural,Meydancik,NA,RC9924,tombs,SS 2?,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,"wheelridged, various types",NA,NA,NA,NA,NA,0,36.17007306,32.41468309,447360,4002971
meydancik-1999-9924-005,ceramic,coarseware,mortarium,basin or mortarium,base,NA,Antioch Rural,Meydancik,NA,RC9924,tombs,SS 2?,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,worn,NA,NA,NA,NA,NA,0,36.17008207,32.41468302,447360,4002972
meydancik-1999-9924-006,ceramic,cookware,stewpot,stewpot,handle,NA,Antioch Rural,Meydancik,NA,RC9924,tombs,SS 2?,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.17009109,32.41468295,447360,4002973
meydancik-1999-9924-007,ceramic,coarseware,coarseware,NA,handle,NA,Antioch Rural,Meydancik,NA,RC9924,tombs,SS 2?,2,0,1999,NA,NA,NA,NA,NA,NA,10.4231/R7930RCH,NA,NA,NA,NA,NA,NA,0,36.1701001,32.41468289,447360,4002974
meydancik-1999-9924-008,ceramic,fineware,Early Roman fineware,cup,rim and profile,Early Roman,Antioch Rural,Meydancik,NA,RC9924,tombs,SS 2?,2,0,1999,Early Roman,NA,NA,NA,NA,NA,10.4231/R7930RCH,Resembles small Hellenistic Fishplate,NA,NA,NA,NA,NA,0,36.17010912,32.41468282,447360,4002975
bck-1996-grab-002,ceramic,kiln debris,kiln debris,waster with tab,mushroom toe with kiln tab,NA,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,kiln slag,NA,NA,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-003,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,5,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-004,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,6,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-005,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,5,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-006,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,3,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-007,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,4,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-008,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,sc_183b,http://dx.doi.org/10.4231/R7513WDT,10.4231/Y6NK-N284,form 1,SC 183B,4,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-009,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,4.5,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-010,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,13,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-011,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,12,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-012,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,13,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-013,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,sc_183c,http://dx.doi.org/10.4231/R7513WDT,10.4231/Y6NK-N284,form 1,SC 183C,13.9,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-014,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,14,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-015,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,13.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-016,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,14,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-017,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,10,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
