objectid,artifact,classification,chronotype,form,portion,date_established,region,site_name,cadastral_map_id,site_code,site_type,location_note,transect,unit,survey,fineware_type,fabric_color,fabric_color_munsell,decoration,sc_id,sc_link,publication_doi,comment_1,comment_2,pres_length,pres_width,pres_thick,pres_diam,elevation,latitude,longitude,x_coord,y_coord
nergis-1999-9903-004,ceramic,fineware,CS fineware,NA,false ring foot,Hellenistic,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,CS early,NA,5YR 5/4,black slip visible on floor,NA,NA,10.4231/RNSY-6143,overfired gray fabric,5 YR 4/1 slip,2.86,NA,NA,NA,0,36.339044,32.28210045,435575,4021793.628
nergis-1999-9903-005,ceramic,fineware,Hellenistic/Early Roman fineware,incurved rim bowl,rim fragment,Hellenistic/Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,Hellenistic/Early Roman,NA,NA,no slip visible,NA,NA,10.4231/RNSY-6143,"incurved rim, thick wall,  LR?",NA,NA,NA,NA,NA,0,36.33904406,32.28211159,435576,4021793.628
nergis-1999-9903-006,ceramic,fineware,CS 11,bowl,rim,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,CS 10,"fabric looks right but worn,",NA,no slip visible,NA,NA,10.4231/RNSY-6143,"profile visible,",NA,NA,NA,NA,NA,0,36.33904406,32.28211159,435576,4021793.628
nergis-1999-9903-007,ceramic,fineware,CS 11,bowl,rim,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,CS 10,"fabric looks right but worn,",NA,no slip visible,NA,NA,10.4231/RNSY-6143,"profile visible,",NA,NA,NA,NA,NA,0,36.33904406,32.28211159,435576,4021793.628
nergis-1999-9903-008,ceramic,fineware,CS 11,bowl,rim,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,CS 10,"fabric looks right but worn,",NA,no slip visible,NA,NA,10.4231/RNSY-6143,"profile visible,",NA,NA,NA,NA,NA,0,36.33904413,32.28212274,435577,4021793.628
nergis-1999-9903-009,ceramic,commonware,Hellenistic/Early Roman commonware,bowl,ringfoot,Hellenistic,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,Hellenistic/Early Roman,yellowish red,5YR 5/6,no slip visible,NA,NA,10.4231/RNSY-6143,"ring foot, flaring wall",small bowl,3.27,NA,NA,12,0,36.3390442,32.28213388,435578,4021793.628
nergis-1999-9903-010,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,worn,NA,NA,NA,NA,NA,0,36.3390442,32.28213388,435578,4021793.628
nergis-1999-9903-011,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,worn,NA,NA,NA,NA,NA,0,36.3390442,32.28213388,435578,4021793.628
nergis-1999-9903-012,ceramic,cookware,Koan type amphora,amphora,handle,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,worn,NA,NA,NA,NA,NA,0,36.33904426,32.28214502,435579,4021793.628
nergis-1999-9903-013,ceramic,cookware,West Cilicia folded rim casserole,casserole,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,0,36.33904433,32.28215616,435580,4021793.628
nergis-1999-9903-014,ceramic,coarseware,basin or stamnos,NA,handle,NA,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"horizontal handle, as in SC",NA,NA,NA,NA,NA,0,36.3390444,32.2821673,435581,4021793.628
nergis-1999-9903-015,ceramic,amphora,amphora,amphora,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,narrow flattened upright rim,NA,NA,NA,NA,NA,0,36.33904446,32.28217845,435582,4021793.628
nergis-1999-9903-016,ceramic,commonware,amphora,amphora,rim fragment,NA,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,downward sloping rim,NA,NA,NA,NA,NA,0,36.33904453,32.28218959,435583,4021793.628
nergis-1999-9903-017,ceramic,commonware,thin walled commonware,NA,rim,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,rim fragment. Has outward downward flaring rim,NA,NA,NA,NA,NA,0,36.33904453,32.28218959,435583,4021793.628
nergis-1999-9903-018,ceramic,coarseware,thin walled commonware,NA,rim,Early Roman,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,rim fragment. Has outward downward flaring rim,NA,NA,NA,NA,NA,0,36.3390446,32.28220073,435584,4021793.628
nergis-1999-9903-019,ceramic,commonware,basin,basin,base,NA,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,local fabric,NA,NA,NA,NA,10.4231/RNSY-6143,"flat base coarseware basin West groove at end of base,",NA,NA,NA,NA,NA,0,36.33904467,32.28221187,435585,4021793.628
nergis-1999-9903-020,ceramic,commonware,commonware,jar or mug,base,NA,Delice River,Nergis Tepe,NA,RC9903,necropolis,necropolis,1,0,1999,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"flat base, outward flaring wall of jar or mug, no wheelridging",NA,NA,NA,NA,NA,0,36.33904473,32.28222302,435586,4021793.628
trans6-1998-61a-001,ceramic,coarseware,coarseware,coarseware,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,undiagnostic,NA,NA,NA,NA,NA,NA,36.31115599,32.30529151,437634,4018685
trans6-1998-61a-002,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,NA,NA,NA,NA,NA,36.311165,32.30529143,437634,4018686
trans6-1998-61a-003,ceramic,coarseware,coarseware,NA,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,whiteware,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31117402,32.30529135,437634,4018687
trans6-1998-61a-004,ceramic,cookware,cookware,NA,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31118303,32.30529127,437634,4018688
trans6-1998-61a-005,ceramic,amphora,LRA 3 amphora,amphora,"profile, neck or shoulder",Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,light brown,7.5YR 6/3,NA,NA,NA,10.4231/RNSY-6143,Micaceous water jar,NA,4.37,1,NA,NA,NA,36.31119205,32.30529119,437634,4018689
trans6-1998-61a-006,ceramic,fineware,Hellenistic fineware,NA,rim,Hellenistic,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,Hellenistic,slipped black and red,NA,NA,NA,NA,10.4231/RNSY-6143,small ESA rolled rim plate,NA,NA,NA,NA,NA,NA,36.31111993,32.30529183,437634,4018681
trans6-1998-61a-007,ceramic,pithos,pithos,basin or pithos,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,wavy line grooves,decorated pithos or basin,NA,NA,NA,NA,NA,36.31112894,32.30529175,437634,4018682
trans6-1998-61a-008,ceramic,tile,floor tile,floor tile,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,round tile,NA,NA,NA,NA,NA,NA,36.31113796,32.30529167,437634,4018683
trans6-1998-61a-009,ceramic,loomweight,loomweight,loomweight,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31114697,32.30529159,437634,4018684
trans6-1998-61a-010,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,NA,NA,NA,NA,NA,36.31120106,32.30529111,437634,4018690
trans6-1998-61a-011,ceramic,cookware,West Cilicia channelled rim stewpot,stewpot,rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"resembles CRS   slightly more concave,",NA,NA,NA,NA,NA,NA,36.31121008,32.30529103,437634,4018691
trans6-1998-61a-012,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,NA,NA,NA,NA,NA,36.31121909,32.30529095,437634,4018692
trans6-1998-61a-013,ceramic,commonware,commonware,bowl or jar,rim fragment,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,reddish brown,5YR 6/3,NA,NA,NA,10.4231/RNSY-6143,globular jar or bowl,Horizontal Triangular Rim Globular Jar Or Bowl,5,1,NA,8,NA,36.31122811,32.30529087,437634,4018693
trans6-1998-61a-014,ceramic,commonware,West Cilicia internal ridge basin,basin,rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31123712,32.30529079,437634,4018694
trans6-1998-61a-015,ceramic,coarseware,stamnos,stamnos or large storage jar,horizontal handle,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31124614,32.30529071,437634,4018695
trans6-1998-61a-016,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,Late Roman,NA,NA,NA,NA,NA,10.4231/RNSY-6143,fragment,NA,NA,NA,NA,NA,NA,36.31125515,32.30529063,437634,4018696
trans6-1998-61a-017,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,NA,NA,NA,NA,NA,36.31126417,32.30529055,437634,4018697
trans6-1998-61a-018,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,NA,NA,NA,NA,NA,36.31126417,32.30529055,437634,4018697
trans6-1998-61a-019,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,NA,NA,NA,NA,NA,36.31126417,32.30529055,437634,4018697
trans6-1998-61a-020,ceramic,commonware,West Cilicia folded rim bowl,bowl,rim fragment,Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31127318,32.30529047,437634,4018698
trans6-1998-61a-021,ceramic,coarseware,coarseware,coarseware,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,undiag.,NA,NA,NA,NA,NA,NA,36.3112822,32.30529039,437634,4018699
trans6-1998-61a-022,ceramic,pithos,Late Roman pithos,pithos,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,wavy line,NA,NA,10.4231/RNSY-6143,wheelridged,possibly West Cilicia lipped storage jar?,NA,NA,NA,NA,NA,36.31102077,32.30529271,437634,4018670
trans6-1998-61a-023,ceramic,pithos,Late Roman pithos,pithos,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,wavy line,NA,NA,10.4231/RNSY-6143,wheelridged,NA,NA,NA,NA,NA,NA,36.31102077,32.30529271,437634,4018670
trans6-1998-61a-024,ceramic,pithos,Late Roman pithos,pithos,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,wavy line,NA,NA,10.4231/RNSY-6143,wheelridged,NA,11.2,1.74,NA,NA,NA,36.31102077,32.30529271,437634,4018670
trans6-1998-61a-025,ceramic,amphora,Late Roman amphora,amphora or storage jar,handle,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"thick, vertical",NA,NA,NA,NA,NA,NA,36.31102978,32.30529263,437634,4018671
trans6-1998-61a-026,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,6.98,3.53,NA,NA,NA,36.3110388,32.30529255,437634,4018672
trans6-1998-61a-027,ceramic,pithos,pithos,pithos,bodysherd,Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,with groove,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31104781,32.30529247,437634,4018673
trans6-1998-61a-028,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,3.73,0.74,NA,NA,NA,36.31104781,32.30529247,437634,4018673
trans6-1998-61a-029,ceramic,amphora,Zemer 41 amphora,amphora,bodysherd,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,4.53,0.66,NA,NA,NA,36.31104781,32.30529247,437634,4018673
trans6-1998-61a-030,ceramic,coarseware,Late Roman coarseware,NA,flat base,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,5.2,0.91,NA,NA,NA,36.31104781,32.30529247,437634,4018673
trans6-1998-61a-031,ceramic,pithos,pithos,pithos,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,wavy line incised,NA,7,1.55,NA,NA,NA,36.31105682,32.30529239,437634,4018674
trans6-1998-61a-032,ceramic,cookware,West Cilicia channelled rim stewpot,stewpot,rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31106584,32.30529231,437634,4018675
trans6-1998-61a-033,ceramic,coarseware,coarseware,coarseware,lower handle,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,common in region,NA,NA,NA,NA,NA,NA,36.31107485,32.30529223,437634,4018676
trans6-1998-61a-034,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,4.87,3.55,NA,NA,NA,36.31108387,32.30529215,437634,4018677
trans6-1998-61a-035,ceramic,coarseware,West Cilicia internal ridge basin,basin,rim fragment,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,worn,NA,NA,NA,NA,NA,NA,36.31109288,32.30529207,437634,4018678
trans6-1998-61a-036,ceramic,coarseware,West Cilicia concave rim basin,basin,rim fragment,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,worn fragment,NA,3.07,1.43,NA,NA,NA,36.3111019,32.30529199,437634,4018679
trans6-1998-61a-037,ceramic,coarseware,coarseware,coarseware,ledge rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,soft clay,NA,large white spec inclusions,NA,NA,10.4231/RNSY-6143,very worn,NA,3.98,0.44,NA,NA,NA,36.31093062,32.30529351,437634,4018660
trans6-1998-61a-038,ceramic,amphora,amphora,amphora,toe fragment,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31093963,32.30529343,437634,4018661
trans6-1998-61a-039,ceramic,loomweight,loomweight,loomweight,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,fragment,NA,5.1,2.95,NA,NA,NA,36.31094865,32.30529335,437634,4018662
trans6-1998-61a-040,ceramic,coarseware,coarseware,coarseware,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,pot or basin,NA,NA,NA,NA,NA,NA,36.31095766,32.30529327,437634,4018663
trans6-1998-61a-041,ceramic,pithos,pithos,pithos,rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,wavy line,NA,NA,10.4231/RNSY-6143,NA,NA,7.34,2.27,NA,NA,NA,36.31096668,32.30529319,437634,4018664
trans6-1998-61a-042,ceramic,pithos,pithos,pithos,rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,8.2,2.31,NA,39,NA,36.31097569,32.30529311,437634,4018665
trans6-1998-61a-043,ceramic,pithos,pithos,pithos,bodysherd,Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,wheel-ridged,NA,NA,10.4231/RNSY-6143,NA,NA,7.2,1.8,NA,NA,NA,36.31098471,32.30529303,437634,4018666
trans6-1998-61a-044,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,6.22,3.39,NA,NA,NA,36.31117402,32.30529135,437634,4018687
trans6-1998-61a-045,ceramic,amphora,Agora M239 amphora,amphora,rim,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31100274,32.30529287,437634,4018668
trans6-1998-61a-046,ceramic,amphora,Agora M239 amphora,amphora,bodysherd with handle fragment,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Agora M-239?,NA,4.9,1.1,NA,NA,NA,36.31101175,32.30529279,437634,4018669
trans6-1998-61a-047,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,5.2,7.5,NA,NA,NA,36.31084047,32.30529431,437634,4018650
trans6-1998-61a-048,ceramic,coarseware,Late Roman coarseware,NA,bodysherd,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,Late Roman wheelridged coarseware,NA,2.23,0.65,NA,NA,NA,36.31084047,32.30529431,437634,4018650
trans6-1998-61a-049,ceramic,amphora,Zemer 41 amphora,amphora,bodysherd,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,profile of shoulder,NA,NA,NA,NA,NA,NA,36.31084948,32.30529423,437634,4018651
trans6-1998-61a-050,ceramic,amphora,Bickici strap handle amphora,amphora,handle fragment,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.3108585,32.30529415,437634,4018652
trans6-1998-61a-051,ceramic,coarseware,Roman coarseware,NA,horizontal handle,Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,very thick,NA,9.21,3.39,NA,NA,NA,36.31086751,32.30529407,437634,4018653
trans6-1998-61a-052,ceramic,coarseware,Byzantine coarseware,coarseware,rim,Byzantine,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,as in SC,NA,NA,NA,NA,NA,NA,36.31087653,32.30529399,437634,4018654
trans6-1998-61a-053,ceramic,fineware,CRS 2,bowl,NA,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,CRS 2,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31088554,32.30529391,437634,4018655
trans6-1998-61a-054,ceramic,cookware,frying pan,frying pan,profile,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,fabric similar to one in Study Collection,NA,wheel-ridged,NA,NA,10.4231/RNSY-6143,shows cooking black,NA,NA,NA,NA,NA,NA,36.31089456,32.30529383,437634,4018656
trans6-1998-61a-055,ceramic,fineware,CRS fineware,NA,base,Late Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,CRS,NA,NA,incision visible,NA,NA,10.4231/RNSY-6143,NA,NA,3.73,0.75,NA,NA,NA,36.31089456,32.30529383,437634,4018656
trans6-1998-61a-056,ceramic,commonware,commonware,jug,rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.31090357,32.30529375,437634,4018657
trans6-1998-61a-057,lithic,lithic,lithic polished stone,polished stone,sharp edged,pre-Classical,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"apparently not obsidian, not glass",NA,NA,NA,NA,NA,NA,36.31091259,32.30529367,437634,4018658
trans6-1998-61a-058,ceramic,coarseware,commonware,jug,rim and neck fragment,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,"small, very interesting profile",NA,NA,NA,NA,NA,NA,36.3109216,32.30529359,437634,4018659
trans6-1998-61a-059,ceramic,amphora,amphora,amphora,toe fragment,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,3.08,1.14,NA,NA,NA,36.3109216,32.30529359,437634,4018659
trans6-1998-61a-060,ceramic,coarseware,coarseware,coarseware,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.3109216,32.30529359,437634,4018659
trans6-1998-61a-061,ceramic,fineware,CS 11,bowl,rim fragment,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,CS,NA,NA,black slip under rim,NA,NA,10.4231/RNSY-6143,NA,NA,3.79,1,NA,NA,NA,36.3109216,32.30529359,437634,4018659
trans6-1998-61a-062,ceramic,coarseware,coarseware,coarseware,bodysherd,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,local orange,NA,wheel-ridged,NA,NA,10.4231/RNSY-6143,NA,NA,NA,NA,NA,NA,NA,36.3109216,32.30529359,437634,4018659
trans6-1998-61a-300,ceramic,amphora,Zemer 41 amphora,amphora,knob toe,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,NA,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,7.31,3.91,NA,NA,NA,36.31115599,32.30529151,437634,4018685
trans6-1998-61a-301,commonware,commonware,West Cilicia concave rim basin,basin,rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,local orange,NA,NA,NA,NA,10.4231/RNSY-6143,NA,NA,4.9,1.23,NA,NA,NA,36.31115599,32.30529151,437634,4018685
trans6-1998-61a-302,amphora,amphora,amphora,amphora,bodysherd,Early Roman,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,local orange,NA,smooth wall,NA,NA,10.4231/RNSY-6143,NA,NA,4.7,0.87,NA,NA,NA,36.31115599,32.30529151,437634,4018685
trans6-1998-61a-303,cookware,cookware,stewpot,stewpot,flanged rim,NA,Delice,Sariagac Mahalle,NA,RC9808,isolated settlement,NA,6,1A,1998,NA,"pink fabric, imported",NA,5YR 6/6,NA,NA,10.4231/RNSY-6143,small brown red spec inclusions,flanged rim with wide ledge,5.68,0.3,NA,NA,NA,36.31115599,32.30529151,437634,4018685
